neighborhood,garage_type,lot_area,house_age,overall_qual,gr_liv_area,kitchen_qual,garage_area,total_bsmt_sf,bsmt_qual,saleprice
NAmes,Detchd,8668,39,5,1560,3,792.0,1560.0,3.0,126000
Edwards,Attchd,11767,59,5,1368,3,195.0,1078.0,2.0,120000
CollgCr,Attchd,8400,6,7,1484,4,606.0,1473.0,4.0,213000
Greens,Attchd,3874,26,8,1226,4,484.0,1226.0,4.0,190000
Gilbert,Attchd,8076,13,6,1169,3,402.0,1160.0,4.0,183500
NAmes,BuiltIn,10090,44,7,1651,3,276.0,725.0,3.0,172000
Edwards,Detchd,8877,71,4,816,3,288.0,816.0,3.0,100000
CollgCr,Attchd,11058,1,7,1564,4,814.0,1564.0,4.0,218836
OldTown,Detchd,10800,103,6,1912,3,672.0,482.0,2.0,163000
Gilbert,Attchd,10936,1,7,1525,4,534.0,1510.0,4.0,206580
CollgCr,Attchd,8461,1,6,1456,4,390.0,728.0,4.0,163990
IDOTRR,Detchd,7518,96,5,1330,3,390.0,396.0,2.0,116500
Gilbert,BuiltIn,8010,6,7,1720,4,400.0,840.0,4.0,188000
NAmes,Basment,10050,41,5,1280,3,432.0,793.0,3.0,175000
StoneBr,Attchd,4740,19,8,1179,3,480.0,1166.0,4.0,182000
OldTown,Detchd,6978,81,5,960,3,576.0,850.0,3.0,103000
NoRidge,Attchd,11400,6,10,2633,5,804.0,2633.0,5.0,466500
NAmes,Attchd,9240,50,6,988,4,297.0,988.0,3.0,149500
NPkVill,Attchd,2304,29,7,1055,3,319.0,1061.0,4.0,142500
Crawfor,Detchd,7223,81,5,1422,3,352.0,1290.0,3.0,136500
Landmrk,Detchd,3612,13,6,1320,3,484.0,630.0,4.0,137000
NWAmes,Attchd,12680,20,7,1688,5,528.0,1675.0,4.0,226500
Gilbert,Attchd,10176,20,7,1341,4,506.0,1300.0,4.0,171500
CollgCr,Detchd,10780,30,5,954,3,576.0,911.0,3.0,132500
NAmes,Detchd,8544,57,3,1040,3,400.0,0.0,0.0,87500
Somerst,Attchd,10646,7,7,1789,3,546.0,858.0,3.0,223000
NAmes,Attchd,8400,46,6,1537,4,462.0,1319.0,3.0,174000
NAmes,Attchd,15428,55,5,884,3,270.0,884.0,3.0,142000
Somerst,Attchd,11216,0,8,1489,4,776.0,1489.0,4.0,232600
NWAmes,Attchd,10140,32,6,1309,4,484.0,1040.0,3.0,181000
MeadowV,Attchd,3964,33,6,2521,3,576.0,942.0,4.0,151400
NridgHt,Attchd,11428,1,8,1634,4,866.0,1626.0,4.0,250000
NWAmes,Attchd,10421,22,7,1714,3,496.0,980.0,4.0,196500
OldTown,Attchd,13500,128,7,2454,3,576.0,819.0,3.0,185000
NWAmes,Attchd,9000,40,6,1216,3,336.0,1216.0,3.0,113000
StoneBr,Attchd,8089,0,8,1419,4,567.0,1419.0,4.0,392000
Edwards,none,9400,31,6,980,3,0.0,945.0,4.0,127500
Somerst,Detchd,2117,7,6,1573,4,440.0,756.0,4.0,177000
Somerst,BuiltIn,10625,3,6,2443,4,744.0,1158.0,4.0,265000
Somerst,Attchd,8413,9,8,2362,4,1105.0,1220.0,5.0,312500
OldTown,Detchd,13500,115,10,2775,4,880.0,1237.0,3.0,325000
Veenker,Attchd,15676,29,8,2014,4,864.0,2014.0,4.0,275000
NoRidge,Attchd,9950,12,7,2520,4,721.0,1203.0,4.0,290000
Sawyer,Attchd,15410,36,6,1494,3,461.0,1208.0,3.0,169000
BrkSide,Detchd,6000,85,5,616,3,205.0,616.0,3.0,89000
Gilbert,Attchd,8402,12,6,1465,3,393.0,789.0,4.0,180400
NridgHt,Attchd,10655,6,8,1629,4,880.0,3206.0,4.0,284000
NAmes,Attchd,10150,49,5,912,3,275.0,912.0,3.0,114500
CollgCr,Attchd,10084,1,7,1552,4,782.0,1552.0,4.0,212900
CollgCr,Attchd,16285,8,7,1430,4,605.0,1413.0,4.0,187100
Somerst,Detchd,3230,8,6,1458,3,440.0,729.0,4.0,176000
Crawfor,Attchd,21579,39,6,1488,3,552.0,1488.0,4.0,215000
CollgCr,Attchd,8320,4,7,1582,4,520.0,770.0,4.0,185900
NAmes,Detchd,6960,39,4,864,4,660.0,864.0,3.0,120500
Gilbert,BuiltIn,21930,1,5,1838,3,372.0,732.0,4.0,192140
Mitchel,Attchd,6600,26,5,816,4,264.0,816.0,3.0,130500
Edwards,Detchd,8405,64,4,1529,3,240.0,0.0,0.0,98000
CollgCr,Attchd,11778,0,9,2276,5,1348.0,2271.0,4.0,475000
IDOTRR,Detchd,8967,87,5,1077,3,338.0,961.0,2.0,67000
NridgHt,Attchd,10562,0,8,2161,5,789.0,1582.0,5.0,325624
Mitchel,Attchd,12864,5,7,1409,4,576.0,1409.0,4.0,245000
SawyerW,Detchd,13695,4,5,1114,4,576.0,1114.0,3.0,159000
NAmes,Attchd,10289,42,5,1073,3,515.0,1073.0,3.0,156000
NridgHt,Attchd,15431,1,10,2402,5,672.0,3094.0,5.0,555000
Veenker,Attchd,11120,24,6,1232,3,516.0,1232.0,4.0,162500
SawyerW,Attchd,9069,13,6,1440,4,920.0,1344.0,4.0,224500
Gilbert,Attchd,47280,58,6,1488,3,738.0,1488.0,3.0,133000
Gilbert,Attchd,7875,3,7,1509,4,393.0,783.0,4.0,180000
Mitchel,Attchd,6600,26,5,845,4,264.0,845.0,3.0,134500
StoneBr,BuiltIn,13682,0,10,2945,4,641.0,1410.0,5.0,438780
NAmes,Basment,9150,46,6,1431,3,296.0,1099.0,4.0,165000
NAmes,Attchd,7150,42,5,892,3,288.0,892.0,3.0,100000
NAmes,Attchd,12285,49,7,1329,3,441.0,1329.0,3.0,176000
Sawyer,Attchd,17920,51,5,1779,3,454.0,1763.0,3.0,170000
Blmngtn,Attchd,3684,2,7,1555,4,660.0,1373.0,4.0,174000
IDOTRR,Detchd,7006,83,6,1236,3,384.0,768.0,3.0,127000
Gilbert,BuiltIn,8390,9,7,1651,3,450.0,831.0,4.0,185900
OldTown,Attchd,5784,71,5,886,3,273.0,190.0,2.0,91300
CollgCr,Attchd,9135,3,6,1700,4,544.0,1682.0,4.0,200000
NAmes,Attchd,10496,58,6,1846,3,315.0,1040.0,3.0,143000
Sawyer,Attchd,13650,48,5,1920,4,451.0,1052.0,3.0,172500
Edwards,Detchd,8308,44,4,1088,3,520.0,1088.0,3.0,110000
NAmes,Attchd,9450,52,4,1362,3,768.0,1040.0,3.0,140000
CollgCr,Attchd,9317,1,6,1314,4,440.0,1314.0,4.0,176432
SawyerW,Attchd,7153,17,6,1294,4,496.0,1278.0,4.0,179200
CollgCr,Attchd,8814,2,7,1274,4,508.0,1274.0,4.0,203000
Somerst,Attchd,9849,0,7,1689,4,954.0,1689.0,4.0,248328
Timber,Attchd,14463,1,9,1641,5,885.0,1641.0,5.0,316500
Edwards,Attchd,5190,60,7,1079,3,249.0,570.0,3.0,125600
OldTown,Detchd,9750,49,5,984,2,308.0,984.0,3.0,110000
OldTown,Detchd,6000,87,4,960,2,308.0,960.0,3.0,108500
IDOTRR,Basment,8712,58,5,1044,2,504.0,540.0,3.0,55993
OldTown,Detchd,11851,62,5,1633,4,240.0,1027.0,3.0,129000
Timber,Attchd,13811,19,6,1137,4,551.0,1112.0,4.0,176000
NAmes,Attchd,10143,46,6,1380,3,364.0,1380.0,3.0,154000
Timber,Attchd,18265,22,6,1256,4,578.0,1256.0,4.0,180000
MeadowV,Attchd,4224,31,5,1142,3,528.0,1142.0,4.0,134000
Edwards,Attchd,12615,57,6,2158,4,576.0,1202.0,3.0,243000
Timber,Attchd,14536,5,8,1629,4,808.0,1616.0,4.0,270000
Mitchel,Attchd,9187,24,6,1080,3,484.0,1084.0,3.0,134000
NoRidge,Attchd,9900,16,7,2646,4,656.0,1347.0,4.0,260000
CollgCr,Attchd,8333,1,7,1491,4,484.0,738.0,4.0,168675
Gilbert,BuiltIn,10147,13,6,1694,3,398.0,392.0,4.0,160000
OldTown,none,5914,118,5,1080,4,0.0,684.0,2.0,95000
CollgCr,Attchd,11646,4,6,1422,4,440.0,704.0,4.0,173000
Somerst,Attchd,7200,0,7,1301,4,572.0,1293.0,4.0,187750
NWAmes,Attchd,20544,22,7,2093,3,542.0,791.0,4.0,215000
Sawyer,Attchd,9981,41,5,1073,3,270.0,1073.0,3.0,120000
Somerst,Attchd,8251,2,7,1506,4,672.0,1494.0,4.0,249000
NWAmes,Attchd,10140,39,7,1334,3,477.0,1334.0,3.0,164500
GrnHill,Attchd,8239,20,7,1295,4,312.0,0.0,0.0,230000
OldTown,Attchd,5700,78,7,1344,4,456.0,672.0,3.0,140000
NAmes,Detchd,7200,57,5,732,3,240.0,732.0,3.0,118900
CollgCr,Attchd,9178,1,8,1468,4,904.0,1468.0,4.0,239900
NPkVill,Attchd,4043,31,6,1069,3,440.0,1069.0,4.0,146300
MeadowV,Attchd,4224,33,5,1040,3,499.0,1040.0,4.0,124000
Sawyer,Detchd,11235,44,5,999,3,308.0,925.0,4.0,130000
SawyerW,Attchd,8450,7,7,1349,3,539.0,1349.0,4.0,179000
Gilbert,Attchd,11851,19,7,1442,3,500.0,1424.0,4.0,180500
OldTown,Attchd,4608,65,4,747,3,220.0,747.0,3.0,80000
Somerst,Attchd,9262,1,8,1578,5,840.0,1573.0,4.0,287090
OldTown,Detchd,12702,52,5,882,3,308.0,0.0,0.0,97000
Blmngtn,Attchd,2938,4,7,1511,4,398.0,1368.0,4.0,246990
Gilbert,Attchd,18160,43,6,1128,3,480.0,1302.0,3.0,154204
NAmes,Attchd,11355,50,7,1312,3,495.0,1312.0,3.0,186000
BrDale,Detchd,1680,36,5,1302,3,264.0,630.0,3.0,111750
NridgHt,Attchd,14300,7,9,2696,5,958.0,2846.0,5.0,500000
CollgCr,BuiltIn,10616,1,7,1356,4,484.0,628.0,4.0,177439
NridgHt,Attchd,11308,1,9,2184,5,836.0,1104.0,5.0,335000
NWAmes,Attchd,10480,32,7,1964,3,483.0,803.0,3.0,205000
StoneBr,Attchd,5118,17,8,1321,4,484.0,1312.0,4.0,212000
Crawfor,Attchd,3811,6,8,1646,4,525.0,1594.0,5.0,246000
NWAmes,Attchd,10825,25,7,1260,3,598.0,1260.0,4.0,181900
OldTown,Detchd,5500,81,5,1316,3,484.0,926.0,3.0,130000
OldTown,Detchd,9600,97,5,1432,3,360.0,264.0,2.0,132000
SawyerW,Attchd,9317,13,7,1958,4,499.0,779.0,4.0,220000
CollgCr,Attchd,11838,8,8,1788,5,522.0,1753.0,4.0,236500
Somerst,BuiltIn,8004,0,8,1935,3,552.0,832.0,4.0,263435
IDOTRR,Detchd,6876,70,6,1969,3,400.0,1272.0,3.0,141000
Gilbert,BuiltIn,8396,5,7,1986,4,434.0,847.0,4.0,213000
Timber,Attchd,9803,1,7,1214,4,520.0,1214.0,4.0,179781
NridgHt,Attchd,6240,2,8,1342,4,550.0,1342.0,4.0,234250
Timber,Attchd,15498,32,8,2898,4,665.0,1565.0,4.0,287000
Gilbert,BuiltIn,12891,7,8,2004,4,644.0,870.0,5.0,257500
BrkSide,Detchd,6180,81,6,986,3,180.0,960.0,3.0,102000
IDOTRR,Attchd,7449,77,7,1108,4,280.0,637.0,3.0,139400
OldTown,Detchd,10410,91,3,1214,3,936.0,672.0,3.0,105000
NAmes,Attchd,15865,37,8,2217,4,621.0,2217.0,3.0,268000
Edwards,Attchd,19690,40,6,2201,4,432.0,697.0,4.0,274970
Blmngtn,Attchd,3182,4,7,1220,4,397.0,1220.0,4.0,180000
OldTown,Detchd,9600,80,7,1378,4,360.0,689.0,3.0,161000
Edwards,Detchd,11100,64,4,930,4,308.0,0.0,0.0,84900
NAmes,Attchd,13587,52,5,988,3,264.0,988.0,3.0,119000
Timber,Attchd,11447,3,8,1964,4,892.0,1964.0,5.0,370000
CollgCr,Attchd,7242,2,7,1270,4,524.0,1270.0,4.0,175900
SawyerW,Detchd,7018,30,5,2240,3,528.0,0.0,0.0,142953
Veenker,Attchd,9466,13,8,1494,4,478.0,1494.0,4.0,279700
NAmes,Attchd,8400,49,5,1364,3,331.0,1179.0,2.0,132000
CollgCr,Attchd,11050,9,9,2153,5,736.0,1440.0,5.0,313000
IDOTRR,CarPort,11040,86,4,1336,3,570.0,637.0,3.0,108000
Edwards,BuiltIn,6931,5,7,1656,4,397.0,746.0,4.0,165400
CollgCr,Attchd,12438,11,6,1499,4,473.0,781.0,4.0,187000
NoRidge,Attchd,15138,14,8,2794,5,810.0,1462.0,4.0,403000
NWAmes,Attchd,12046,31,6,2030,4,551.0,848.0,3.0,195000
NAmes,Attchd,9600,46,6,1254,3,525.0,1218.0,3.0,158500
CollgCr,Attchd,11367,4,8,1989,4,586.0,1065.0,4.0,255000
Crawfor,Attchd,26073,52,5,1898,3,484.0,1898.0,3.0,236500
NAmes,Detchd,7150,41,5,988,3,360.0,988.0,3.0,129250
Crawfor,Attchd,15602,51,7,1801,3,484.0,1501.0,3.0,289000
Mitchel,Attchd,10260,32,5,1872,3,484.0,0.0,0.0,100000
CollgCr,Attchd,12728,6,8,2439,4,560.0,1531.0,4.0,275000
CollgCr,Attchd,11690,9,8,1764,4,560.0,850.0,4.0,207000
NAmes,Detchd,9230,41,5,1200,4,884.0,864.0,3.0,146000
BrDale,Detchd,1890,34,6,1030,3,264.0,494.0,3.0,116000
CollgCr,Attchd,9375,12,7,2034,4,645.0,1057.0,4.0,219500
NridgHt,Attchd,3480,6,7,1405,4,478.0,1405.0,4.0,173000
Edwards,Attchd,17140,53,4,1229,3,284.0,1134.0,3.0,135000
CollgCr,Attchd,8749,4,7,1932,4,610.0,979.0,4.0,213000
Sawyer,Attchd,11375,53,6,1299,4,494.0,967.0,3.0,150000
Blmngtn,Attchd,3922,1,7,1402,4,648.0,1258.0,5.0,194201
Blmngtn,Attchd,3182,4,7,1504,4,457.0,1346.0,4.0,181000
NAmes,Attchd,9750,49,6,1442,3,301.0,1442.0,3.0,157900
CollgCr,Attchd,13426,7,7,1779,4,586.0,951.0,4.0,217000
Somerst,Attchd,10574,4,8,1953,4,1043.0,1082.0,4.0,252000
CollgCr,BuiltIn,8726,4,7,1909,4,529.0,872.0,4.0,197000
Gilbert,BuiltIn,7984,5,7,1630,4,436.0,868.0,4.0,189500
Edwards,Detchd,8248,88,5,1250,2,280.0,686.0,3.0,116000
NWAmes,Attchd,9790,47,6,1328,3,528.0,1328.0,3.0,143000
NAmes,Attchd,7200,57,5,988,3,276.0,876.0,3.0,119000
NAmes,Attchd,7200,54,6,1278,3,240.0,854.0,3.0,127500
Somerst,Attchd,8125,1,6,1716,4,615.0,858.0,4.0,200825
Edwards,Detchd,8088,84,2,498,3,216.0,498.0,3.0,35000
NWAmes,Attchd,12511,30,7,2840,4,1314.0,1420.0,4.0,292500
BrDale,Detchd,1869,38,6,987,3,280.0,483.0,3.0,106000
Sawyer,Detchd,9259,83,4,756,3,440.0,660.0,2.0,85000
NridgHt,Attchd,16770,7,8,1712,4,701.0,1712.0,5.0,286500
NPkVill,Attchd,4043,33,6,1069,3,440.0,1069.0,4.0,127500
Somerst,Attchd,9000,1,7,1335,4,575.0,1335.0,4.0,210400
NridgHt,Attchd,12677,5,8,1518,5,588.0,1518.0,5.0,274000
Timber,Attchd,12852,1,8,1780,4,612.0,920.0,4.0,264966
IDOTRR,Detchd,10320,97,4,1484,3,264.0,771.0,3.0,50000
OldTown,Detchd,10800,95,5,1652,3,416.0,686.0,2.0,139000
Veenker,Attchd,19522,17,7,2503,4,564.0,1223.0,4.0,300000
NAmes,Attchd,13860,37,8,2704,5,538.0,1952.0,4.0,345000
CollgCr,Attchd,11927,13,8,1592,4,484.0,1556.0,4.0,228000
Gilbert,BuiltIn,11950,4,7,1394,4,400.0,384.0,4.0,165500
OldTown,Detchd,9906,81,4,1328,3,210.0,686.0,3.0,107000
StoneBr,Attchd,4923,7,8,1593,5,682.0,1593.0,5.0,286000
IDOTRR,none,7879,89,4,720,3,0.0,720.0,3.0,34900
NAmes,Attchd,7800,42,5,912,3,288.0,912.0,3.0,115000
Blmngtn,Attchd,3196,3,8,1456,4,400.0,1273.0,4.0,215000
OldTown,Detchd,9928,94,7,1944,3,216.0,672.0,3.0,179900
StoneBr,Attchd,6820,25,8,1502,4,528.0,1488.0,4.0,212000
Gilbert,Attchd,13128,1,8,2064,4,527.0,1074.0,4.0,250000
BrkSide,Detchd,6240,78,5,1576,3,225.0,1042.0,3.0,149000
Gilbert,Attchd,8000,13,6,1658,3,431.0,773.0,4.0,188000
OldTown,Detchd,10410,76,3,713,4,371.0,713.0,3.0,99800
OldTown,Detchd,10800,117,7,2554,3,704.0,718.0,3.0,159500
Gilbert,BuiltIn,13300,6,7,1374,4,400.0,384.0,4.0,184500
CollgCr,BuiltIn,9588,0,8,2574,5,868.0,1482.0,5.0,276000
NPkVill,Detchd,2308,31,6,1548,4,440.0,804.0,4.0,155000
Mitchel,Attchd,13383,40,5,1404,3,504.0,1188.0,3.0,160000
NAmes,Attchd,9350,42,5,1440,3,480.0,720.0,3.0,157500
Mitchel,Attchd,9892,16,8,1803,4,482.0,1679.0,4.0,285000
Edwards,none,8777,108,5,2200,3,0.0,1272.0,3.0,145900
SawyerW,Attchd,10541,12,7,2037,4,472.0,672.0,4.0,229000
BrkSide,Detchd,5940,62,4,896,3,280.0,0.0,0.0,79000
OldTown,Detchd,10284,82,4,1281,3,580.0,1151.0,3.0,128500
NoRidge,Attchd,9660,8,8,1976,4,885.0,1044.0,4.0,286000
Gilbert,Attchd,10179,12,6,1608,3,470.0,945.0,4.0,189500
NAmes,Attchd,9533,56,5,1210,3,616.0,0.0,0.0,102900
BrkSide,Detchd,5830,60,5,1612,3,363.0,988.0,3.0,128500
NAmes,Attchd,12099,54,5,1728,3,371.0,1216.0,3.0,156000
Timber,BuiltIn,12665,2,8,2482,4,642.0,1094.0,4.0,281213
NAmes,Attchd,27650,48,7,2069,4,505.0,585.0,4.0,242000
NAmes,Attchd,17600,49,6,1478,3,498.0,1478.0,3.0,157500
Edwards,BuiltIn,7162,3,7,1724,4,616.0,796.0,4.0,196500
CollgCr,Attchd,8685,8,7,1425,3,591.0,1425.0,4.0,193000
BrkSide,Detchd,6240,68,5,1322,3,280.0,672.0,3.0,132000
OldTown,Detchd,6451,106,7,1428,3,576.0,712.0,3.0,139900
NAmes,Attchd,8760,51,6,1194,3,312.0,1194.0,3.0,148000
NridgHt,Attchd,12568,0,8,1818,5,774.0,895.0,5.0,281500
NridgHt,BuiltIn,13069,3,8,2956,5,916.0,1706.0,4.0,342000
Mitchel,Attchd,11080,31,6,1210,3,528.0,1128.0,3.0,148000
Sawyer,Detchd,10759,36,5,1641,3,490.0,1001.0,4.0,140000
NAmes,2Types,8973,48,5,1053,5,750.0,1008.0,3.0,150000
NoRidge,Attchd,10990,12,7,2125,4,576.0,1064.0,5.0,279500
Edwards,Basment,3675,2,6,1072,4,525.0,547.0,4.0,140000
Mitchel,2Types,8385,28,6,1664,3,616.0,1664.0,3.0,145000
NAmes,Attchd,5858,11,7,1337,4,511.0,1405.0,4.0,184000
Greens,Attchd,3880,32,8,1226,4,484.0,1226.0,4.0,206000
MeadowV,Attchd,1504,35,4,1092,3,253.0,546.0,3.0,85500
Crawfor,Detchd,11988,74,6,1660,3,240.0,715.0,3.0,188700
NWAmes,Attchd,10928,31,6,1671,3,484.0,1427.0,3.0,200000
SawyerW,Attchd,10778,19,7,1061,4,462.0,1054.0,4.0,162000
Sawyer,Detchd,10200,68,5,672,3,240.0,672.0,3.0,108000
NWAmes,Attchd,9373,34,5,1621,3,478.0,1621.0,4.0,213000
NridgHt,Attchd,12085,0,8,1734,5,928.0,1734.0,5.0,318000
OldTown,Detchd,8100,111,5,2138,3,360.0,849.0,3.0,106000
Edwards,2Types,19950,78,6,2009,3,795.0,672.0,3.0,235000
NAmes,none,9320,51,4,1225,3,0.0,950.0,3.0,128950
NAmes,Attchd,10197,47,6,1362,3,504.0,1362.0,3.0,163000
Edwards,Detchd,8160,67,5,1134,3,240.0,756.0,3.0,126000
OldTown,Detchd,11426,5,7,2082,4,484.0,1362.0,4.0,200000
NAmes,Attchd,11344,49,5,1524,3,315.0,874.0,3.0,144000
NAmes,none,8000,46,5,1800,3,0.0,1800.0,3.0,141000
NoRidge,Attchd,11002,9,8,2582,4,758.0,1389.0,4.0,322500
CollgCr,Attchd,12137,12,7,1661,4,598.0,1649.0,4.0,224900
BrkSide,Attchd,21384,86,5,1576,4,528.0,1324.0,3.0,223500
Edwards,Basment,8926,53,4,960,3,288.0,672.0,3.0,112000
Gilbert,Attchd,8702,11,6,1604,3,470.0,926.0,3.0,187500
Edwards,none,10020,87,1,904,2,0.0,683.0,2.0,61000
Edwards,Detchd,12354,89,6,1196,4,528.0,684.0,3.0,110000
BrkSide,none,4130,73,3,729,3,0.0,270.0,3.0,52000
NridgHt,Attchd,6289,2,6,1362,4,460.0,1362.0,4.0,207000
SWISU,none,8525,97,5,1964,3,0.0,940.0,3.0,130000
Sawyer,CarPort,10791,39,4,1296,3,516.0,0.0,0.0,90000
Mitchel,Detchd,10429,17,5,1287,3,440.0,624.0,4.0,130000
BrkSide,Attchd,7438,98,5,1252,3,576.0,504.0,2.0,127000
Somerst,Attchd,11670,1,9,1905,5,788.0,1905.0,5.0,320000
OldTown,Detchd,10800,86,5,1130,3,720.0,1120.0,3.0,120000
SawyerW,Attchd,11920,6,7,1659,4,484.0,831.0,4.0,181000
Edwards,Detchd,9450,53,4,894,3,400.0,894.0,3.0,110000
OldTown,none,7627,89,4,1701,2,0.0,600.0,2.0,94550
BrkSide,none,5900,83,4,869,2,0.0,440.0,4.0,85500
Mitchel,Attchd,9129,30,5,1008,4,678.0,923.0,4.0,153500
Edwards,Attchd,13680,54,3,1733,3,452.0,0.0,0.0,139600
NAmes,Attchd,9600,42,5,1568,3,440.0,1568.0,3.0,143000
NoRidge,Attchd,14720,15,8,3238,4,666.0,2033.0,4.0,410000
CollgCr,Attchd,8750,11,6,1772,3,492.0,928.0,4.0,200000
NAmes,Attchd,7130,42,5,864,3,312.0,864.0,3.0,130000
Edwards,Detchd,9350,63,6,1639,4,240.0,747.0,3.0,154400
NWAmes,BuiltIn,8963,32,8,2715,4,831.0,1142.0,3.0,299800
Edwards,Detchd,9780,75,5,1112,3,226.0,585.0,3.0,63000
OldTown,Detchd,5805,53,5,1347,4,551.0,1347.0,3.0,143000
NAmes,Detchd,8243,46,5,964,3,784.0,964.0,3.0,137500
NWAmes,Attchd,12227,31,6,2872,3,619.0,1330.0,4.0,272000
Gilbert,Attchd,9248,17,6,1167,4,400.0,1158.0,4.0,173000
ClearCr,Attchd,20270,29,7,1524,3,478.0,1524.0,4.0,245000
OldTown,Detchd,7200,27,5,936,3,672.0,936.0,4.0,140000
CollgCr,BuiltIn,9965,0,7,2696,5,792.0,1264.0,5.0,383970
Edwards,2Types,16012,52,4,1482,3,609.0,954.0,3.0,125000
CollgCr,Detchd,8445,37,5,768,3,396.0,768.0,4.0,133000
Somerst,Attchd,9612,1,8,1468,4,898.0,1468.0,4.0,244600
NAmes,Attchd,10180,40,5,1044,3,372.0,912.0,3.0,139000
NAmes,Attchd,7584,55,5,1036,3,312.0,1036.0,3.0,112900
OldTown,Attchd,4800,98,5,1360,3,330.0,680.0,3.0,111000
NAmes,Attchd,11900,51,6,1392,3,458.0,1392.0,3.0,166000
Somerst,Detchd,7399,10,7,1950,4,576.0,975.0,4.0,239000
Mitchel,Attchd,8940,11,7,1344,3,784.0,1344.0,4.0,209200
NWAmes,Attchd,12243,36,5,1484,3,487.0,1484.0,4.0,175000
NridgHt,Attchd,12878,6,7,1760,4,583.0,1760.0,4.0,269500
Gilbert,BuiltIn,12460,9,7,2322,3,400.0,1037.0,4.0,225000
StoneBr,Attchd,6563,21,8,1742,4,564.0,1742.0,4.0,275000
NAmes,Attchd,9492,66,5,1376,3,240.0,768.0,3.0,105000
NAmes,Attchd,13400,40,5,1086,3,484.0,1024.0,3.0,159950
OldTown,Detchd,10410,93,5,1656,3,180.0,660.0,2.0,135000
NridgHt,Attchd,14333,0,8,2122,4,938.0,2108.0,4.0,345474
SWISU,none,6000,80,5,1522,3,0.0,1008.0,3.0,102000
Crawfor,Attchd,20693,36,7,1696,3,625.0,1696.0,4.0,198000
Somerst,Attchd,10800,1,8,2078,5,836.0,1034.0,5.0,339750
OldTown,Attchd,10800,70,5,1466,4,566.0,796.0,2.0,170000
NAmes,Detchd,7200,57,5,876,3,576.0,876.0,2.0,94000
CollgCr,Attchd,8581,0,7,1737,4,578.0,851.0,4.0,203160
Somerst,Attchd,10625,3,7,1662,5,711.0,1652.0,4.0,291000
Gilbert,BuiltIn,8068,7,6,2267,4,390.0,1010.0,4.0,200000
NAmes,Detchd,8917,39,5,1584,3,506.0,1584.0,3.0,119000
BrkSide,none,5000,61,1,334,2,0.0,0.0,0.0,39300
IDOTRR,none,3636,86,4,796,3,0.0,796.0,3.0,55000
Somerst,Attchd,7500,6,7,1812,3,469.0,952.0,4.0,205000
BrDale,Detchd,1680,34,6,1092,3,264.0,525.0,3.0,108000
Mitchel,Attchd,25000,40,5,1632,3,576.0,1632.0,3.0,143000
SWISU,Basment,15863,89,7,3082,3,672.0,824.0,3.0,197000
Somerst,Attchd,8125,1,7,1665,4,562.0,813.0,4.0,205950
NWAmes,Attchd,11700,39,6,1743,3,539.0,702.0,3.0,175000
Somerst,Detchd,8010,4,8,2048,4,552.0,1054.0,5.0,301000
NridgHt,Attchd,5001,2,7,1314,4,626.0,1314.0,4.0,230000
NridgHt,Attchd,3136,3,7,1405,4,478.0,1405.0,4.0,171750
OldTown,none,5400,88,7,1027,4,0.0,931.0,3.0,120000
BrkSide,Detchd,6120,76,5,1324,4,180.0,741.0,3.0,110000
Edwards,Attchd,11479,60,6,1074,4,467.0,663.0,3.0,144500
NAmes,Detchd,9457,37,5,1422,3,576.0,925.0,3.0,155000
OldTown,Detchd,11340,83,6,1200,3,312.0,1200.0,3.0,125000
OldTown,Detchd,7200,99,7,1690,4,624.0,560.0,3.0,156500
Sawyer,Attchd,8471,29,6,1212,3,492.0,506.0,4.0,151000
NAmes,Detchd,10454,52,6,1105,3,308.0,1105.0,3.0,135000
MeadowV,Attchd,1484,34,4,1092,3,253.0,546.0,3.0,79400
NridgHt,Attchd,6904,4,6,1358,4,484.0,1358.0,4.0,213000
Timber,Attchd,14191,8,8,1908,4,431.0,967.0,4.0,202900
CollgCr,Attchd,9531,9,6,1796,3,546.0,794.0,4.0,211000
NAmes,none,8513,47,5,1800,3,0.0,1800.0,3.0,130000
SWISU,Detchd,6171,84,6,1608,4,216.0,976.0,3.0,137450
Sawyer,Attchd,9991,33,4,1620,3,490.0,1281.0,3.0,150000
Edwards,Detchd,9084,67,5,1111,3,200.0,616.0,3.0,95000
Somerst,Detchd,2280,9,7,1501,3,440.0,744.0,4.0,179400
Somerst,Attchd,10411,0,5,1588,4,561.0,725.0,4.0,212109
NAmes,Attchd,8500,45,5,1235,3,480.0,1235.0,3.0,98600
Edwards,Detchd,17541,59,5,1325,4,576.0,409.0,3.0,216000
NoRidge,BuiltIn,9545,6,8,2234,4,768.0,1160.0,4.0,300000
ClearCr,Attchd,14000,14,7,2260,4,533.0,1306.0,5.0,328000
NAmes,BuiltIn,10500,36,5,1109,3,288.0,372.0,3.0,139000
ClearCr,Attchd,13050,43,5,1000,3,575.0,1000.0,4.0,164000
Blueste,Detchd,1782,27,6,1045,3,462.0,516.0,4.0,123900
BrkSide,none,7207,52,5,858,3,0.0,858.0,3.0,116500
NAmes,Attchd,10943,10,6,1337,4,522.0,1405.0,4.0,177000
IDOTRR,Detchd,4330,49,4,1315,3,436.0,808.0,2.0,99500
Gilbert,Attchd,11660,0,6,1326,4,427.0,1326.0,4.0,174190
